X,Y,Time_Delta,Velocity_X,Velocity_Y,Acceleration_X,Acceleration_Y,Angular_Change,Distance
0.5004269918458568,0.501764590184999,3.363943502552279e-10,0.4999734919713455,0.498126526662439,0.5113348179142597,0.5015111699039323,0.32642329168354767,0.0
0.5004164443024113,0.5017375294910842,3.363943502552279e-10,0.4999681155597777,0.49811232154415636,0.51133204789364,0.5015040190899085,0.32642329168354767,1.662124393057698e-05
0.5004199863878968,0.5017611524154839,3.3639435128521994e-10,0.49997529748269287,0.49813892717353964,0.5113385181656847,0.5015245630981261,0.7776915414890959,1.2320927987778925e-05
0.5004163393517301,0.5017582876075547,3.363943502552279e-10,0.49997163296336555,0.4981250228231206,0.5113329298902551,0.5015041704955507,0.17861373749835718,3.591132596728114e-06
0.5004052670548793,0.5017231115233094,3.3639435128521994e-10,0.49996784807661515,0.49810806148785775,0.5113328678748682,0.5015026316185308,0.5512513496882935,2.033848263514778e-05
0.5004118789477855,0.5017384218083081,3.363943502552279e-10,0.4999768622591939,0.498134563574206,0.5113394621776869,0.5015245109748722,0.7385291316049212,9.747979776520707e-06
0.5004148910323317,0.5017429303584917,3.363943511767997e-10,0.4999750273246987,0.4981288933603827,0.5113338725241378,0.5015083155352661,0.4827510314600234,3.5403587838336622e-06
0.5004262309534193,0.5017634442618273,3.363943502552279e-10,0.49997927228248873,0.49813729513808264,0.5113370049902416,0.5015153993336777,0.507471911851929,1.4537248622498851e-05
0.5004202225269291,0.501743550284142,3.3639435144785026e-10,0.499970429289134,0.49811608360776266,0.511330261850494,0.501500492083061,0.2725172180175614,1.1392029222795516e-05
0.5004199863878968,0.5017419910772035,3.363943502552279e-10,0.49997337160392236,0.49812570817940016,0.5113363338459422,0.5015160148844857,0.518349524340362,8.137814318353581e-07
0.5004196452981833,0.5017542017339508,3.3639435144785026e-10,0.4999733181072898,0.4981329364693697,0.5113347903518655,0.5015148086034668,0.7751223326066543,6.158669426967301e-06
0.500415919549006,0.5017393610895964,3.3639435085153907e-10,0.4999715928408912,0.49811873628170783,0.5113339290270459,0.5015040215719683,0.21226939643993586,8.195928595772643e-06
0.5004350730482978,0.5017713530102744,3.363943502552279e-10,0.4999832551067795,0.49814332035659753,0.5113408265162012,0.5015235454536451,0.718414880347225,2.3621334885103538e-05
0.5004330527476876,0.5017726116472007,3.3639435144785026e-10,0.4999724621611696,0.49812718736561495,0.5113292572012245,0.5015030486045621,0.6636328453781748,1.9288214832319695e-06
0.5004393917688231,0.5017559394043342,3.363943502552279e-10,0.49997672316794944,0.4981177748106682,0.5113370132589599,0.5015064316519464,0.19905335583492817,1.0158897645976986e-05
0.5004434166274414,0.5017617159842569,3.3639435144785026e-10,0.4999755435672024,0.49812955899417927,0.511334210163467,0.5015171020266386,0.6312527428540715,4.651632810184527e-06
0.5004497399059747,0.5017718132581056,3.363943502552279e-10,0.49997671514345454,0.49813182707970866,0.5113354215306933,0.5015123116513988,0.5041559455968243,7.640574249054166e-06
0.5004464077218513,0.501776180916096,3.3639435144785026e-10,0.49997179345326315,0.4981288194010719,0.5113322821739908,0.5015096558475093,0.641760999867743,3.7239554701991606e-06
0.5004484227749275,0.5017758052035807,3.363943502552279e-10,0.4999745191066898,0.49812632943761037,0.5113362222182456,0.5015099164637788,0.29192366098885014,1.8267372374189837e-06
0.5004484227749275,0.5017814408913103,3.3639435144785026e-10,0.4999734919713455,0.49812948503486854,0.5113342887162906,0.5015127584221465,0.6332828871882878,2.83891638210758e-06
0.5004579522967669,0.5018070832704797,3.363943502552279e-10,0.49997834946557784,0.4981399872569936,0.5113373205796555,0.5015164566911141,0.45323939580890776,1.5513895192595282e-05
0.5004731701455194,0.501847378437746,3.3639435144785026e-10,0.4999812489830602,0.4981476790253104,0.5113363117960268,0.5015150419170794,0.4993768341940176,2.450095219308719e-05
0.5004496611929639,0.5017959997512783,3.363943502552279e-10,0.49996150872566214,0.4980995561671228,0.5113246473907901,0.5014869450011652,0.24256000507334413,3.345403953564334e-05
0.5004466018806113,0.5017782473349303,3.3639435144785026e-10,0.49997193254450767,0.49811720778928587,0.5113401884467748,0.5015200556776932,0.5307800312905858,9.35836894873913e-06
0.500447173861823,0.501764590184999,3.363943502552279e-10,0.4999737835279927,0.498119357539918,0.5113357715731,0.5015122520819657,0.5297458193111804,6.898944866052737e-06
0.500439690878264,0.5017460299867429,3.3639435144785026e-10,0.4999696776614472,0.4981167837559043,0.5113327025005028,0.5015098742687638,0.4442471971667352,1.1529841809344689e-05
0.5004436265288035,0.501744583493559,3.363943502552279e-10,0.4999754980950648,0.49812576734684877,0.5113378167027516,0.5015156922167234,0.6586628372140175,3.6226817599131304e-06
0.5004403205823503,0.5017403942990134,3.3639435144785026e-10,0.49997180682742126,0.4981243276055997,0.5113329161090581,0.5015104451424971,0.3150325908182583,3.6522242126496354e-06
0.500439690878264,0.5017337254018668,3.3639435144785026e-10,0.4999731709915504,0.4981230259217307,0.5113355207553125,0.5015105146401689,0.5626486082117034,3.4070282210060943e-06
0.5004539956560914,0.5017699816595936,3.363943502552279e-10,0.4999807835623573,0.4981455588584026,0.5113387400429582,0.5015225129168058,0.714448923074515,2.2358995355056666e-05
0.5004532295161197,0.501772423790943,3.363943502552279e-10,0.4999731014459281,0.4981278086238251,0.5113308599544487,0.5015022344889771,0.5896533072778103,1.410884002332191e-06
0.5004359336438824,0.5017414275084304,3.363943502552279e-10,0.499964675726307,0.49811025561407635,0.511330476837169,0.5015023337713657,0.14665786793487728,2.206820855289827e-05
0.5004198866847497,0.5017229236670518,3.363943502552279e-10,0.4999653123362339,0.4981168133396286,0.511335145906751,0.5015144710433462,0.48295599549257023,1.7211488422501853e-05
0.5004237383747443,0.5017283714985238,3.3639435502571743e-10,0.4999754552977588,0.49812938642245425,0.511340043744205,0.5015174991561921,0.7577478965521485,4.426333044726294e-06
